filename,modulation,phase_noise,iq_imbalance,interference,snr_range
img_01150.png,16-HQAM,High,High,Medium,High
img_01151.png,16-HQAM,High,High,High,High
img_01152.png,64-HQAM,None,None,None,Low
img_01153.png,64-HQAM,None,None,Low,Low
img_01154.png,64-HQAM,None,None,Medium,Low
img_01155.png,64-HQAM,None,None,High,Low
img_01156.png,64-HQAM,None,Low,None,Low
img_01157.png,64-HQAM,None,Low,Low,Low
img_01158.png,64-HQAM,None,Low,Medium,Low
img_01159.png,64-HQAM,None,Low,High,Low
img_01160.png,64-HQAM,None,Medium,None,Low
img_01161.png,64-HQAM,None,Medium,Low,Low
img_01162.png,64-HQAM,None,Medium,Medium,Low
img_01163.png,64-HQAM,None,Medium,High,Low
img_01164.png,64-HQAM,None,High,None,Low
img_01165.png,64-HQAM,None,High,Low,Low
img_01166.png,64-HQAM,None,High,Medium,Low
img_01167.png,64-HQAM,None,High,High,Low
img_01168.png,64-HQAM,Low,None,None,Low
img_01169.png,64-HQAM,Low,None,Low,Low
img_01170.png,64-HQAM,Low,None,Medium,Low
img_01171.png,64-HQAM,Low,None,High,Low
img_01172.png,64-HQAM,Low,Low,None,Low
img_01173.png,64-HQAM,Low,Low,Low,Low
img_01174.png,64-HQAM,Low,Low,Medium,Low
img_01175.png,64-HQAM,Low,Low,High,Low
img_01176.png,64-HQAM,Low,Medium,None,Low
img_01177.png,64-HQAM,Low,Medium,Low,Low
img_01178.png,64-HQAM,Low,Medium,Medium,Low
img_01179.png,64-HQAM,Low,Medium,High,Low
img_01180.png,64-HQAM,Low,High,None,Low
img_01181.png,64-HQAM,Low,High,Low,Low
img_01182.png,64-HQAM,Low,High,Medium,Low
img_01183.png,64-HQAM,Low,High,High,Low
img_01184.png,64-HQAM,Medium,None,None,Low
img_01185.png,64-HQAM,Medium,None,Low,Low
img_01186.png,64-HQAM,Medium,None,Medium,Low
img_01187.png,64-HQAM,Medium,None,High,Low
img_01188.png,64-HQAM,Medium,Low,None,Low
img_01189.png,64-HQAM,Medium,Low,Low,Low
img_01190.png,64-HQAM,Medium,Low,Medium,Low
img_01191.png,64-HQAM,Medium,Low,High,Low
img_01192.png,64-HQAM,Medium,Medium,None,Low
img_01193.png,64-HQAM,Medium,Medium,Low,Low
img_01194.png,64-HQAM,Medium,Medium,Medium,Low
img_01195.png,64-HQAM,Medium,Medium,High,Low
img_01196.png,64-HQAM,Medium,High,None,Low
img_01197.png,64-HQAM,Medium,High,Low,Low
img_01198.png,64-HQAM,Medium,High,Medium,Low
img_01199.png,64-HQAM,Medium,High,High,Low
img_01200.png,64-HQAM,High,None,None,Low
img_01201.png,64-HQAM,High,None,Low,Low
img_01202.png,64-HQAM,High,None,Medium,Low
img_01203.png,64-HQAM,High,None,High,Low
img_01204.png,64-HQAM,High,Low,None,Low
img_01205.png,64-HQAM,High,Low,Low,Low
img_01206.png,64-HQAM,High,Low,Medium,Low
img_01207.png,64-HQAM,High,Low,High,Low
img_01208.png,64-HQAM,High,Medium,None,Low
img_01209.png,64-HQAM,High,Medium,Low,Low
img_01210.png,64-HQAM,High,Medium,Medium,Low
img_01211.png,64-HQAM,High,Medium,High,Low
img_01212.png,64-HQAM,High,High,None,Low
img_01213.png,64-HQAM,High,High,Low,Low
img_01214.png,64-HQAM,High,High,Medium,Low
img_01215.png,64-HQAM,High,High,High,Low
img_01216.png,64-HQAM,None,None,None,Medium
img_01217.png,64-HQAM,None,None,Low,Medium
img_01218.png,64-HQAM,None,None,Medium,Medium
img_01219.png,64-HQAM,None,None,High,Medium
img_01220.png,64-HQAM,None,Low,None,Medium
img_01221.png,64-HQAM,None,Low,Low,Medium
img_01222.png,64-HQAM,None,Low,Medium,Medium
img_01223.png,64-HQAM,None,Low,High,Medium
img_01224.png,64-HQAM,None,Medium,None,Medium
img_01225.png,64-HQAM,None,Medium,Low,Medium
img_01226.png,64-HQAM,None,Medium,Medium,Medium
img_01227.png,64-HQAM,None,Medium,High,Medium
img_01228.png,64-HQAM,None,High,None,Medium
img_01229.png,64-HQAM,None,High,Low,Medium
img_01230.png,64-HQAM,None,High,Medium,Medium
img_01231.png,64-HQAM,None,High,High,Medium
img_01232.png,64-HQAM,Low,None,None,Medium
img_01233.png,64-HQAM,Low,None,Low,Medium
img_01234.png,64-HQAM,Low,None,Medium,Medium
img_01235.png,64-HQAM,Low,None,High,Medium
img_01236.png,64-HQAM,Low,Low,None,Medium
img_01237.png,64-HQAM,Low,Low,Low,Medium
img_01238.png,64-HQAM,Low,Low,Medium,Medium
img_01239.png,64-HQAM,Low,Low,High,Medium
img_01240.png,64-HQAM,Low,Medium,None,Medium
img_01241.png,64-HQAM,Low,Medium,Low,Medium
img_01242.png,64-HQAM,Low,Medium,Medium,Medium
img_01243.png,64-HQAM,Low,Medium,High,Medium
img_01244.png,64-HQAM,Low,High,None,Medium
img_01245.png,64-HQAM,Low,High,Low,Medium
img_01246.png,64-HQAM,Low,High,Medium,Medium
img_01247.png,64-HQAM,Low,High,High,Medium
img_01248.png,64-HQAM,Medium,None,None,Medium
img_01249.png,64-HQAM,Medium,None,Low,Medium
img_01250.png,64-HQAM,Medium,None,Medium,Medium
img_01251.png,64-HQAM,Medium,None,High,Medium
img_01252.png,64-HQAM,Medium,Low,None,Medium
img_01253.png,64-HQAM,Medium,Low,Low,Medium
img_01254.png,64-HQAM,Medium,Low,Medium,Medium
img_01255.png,64-HQAM,Medium,Low,High,Medium
img_01256.png,64-HQAM,Medium,Medium,None,Medium
img_01257.png,64-HQAM,Medium,Medium,Low,Medium
img_01258.png,64-HQAM,Medium,Medium,Medium,Medium
img_01259.png,64-HQAM,Medium,Medium,High,Medium
img_01260.png,64-HQAM,Medium,High,None,Medium
img_01261.png,64-HQAM,Medium,High,Low,Medium
img_01262.png,64-HQAM,Medium,High,Medium,Medium
img_01263.png,64-HQAM,Medium,High,High,Medium
img_01264.png,64-HQAM,High,None,None,Medium
img_01265.png,64-HQAM,High,None,Low,Medium
img_01266.png,64-HQAM,High,None,Medium,Medium
img_01267.png,64-HQAM,High,None,High,Medium
img_01268.png,64-HQAM,High,Low,None,Medium
img_01269.png,64-HQAM,High,Low,Low,Medium
img_01270.png,64-HQAM,High,Low,Medium,Medium
img_01271.png,64-HQAM,High,Low,High,Medium
img_01272.png,64-HQAM,High,Medium,None,Medium
img_01273.png,64-HQAM,High,Medium,Low,Medium
img_01274.png,64-HQAM,High,Medium,Medium,Medium
img_01275.png,64-HQAM,High,Medium,High,Medium
img_01276.png,64-HQAM,High,High,None,Medium
img_01277.png,64-HQAM,High,High,Low,Medium
img_01278.png,64-HQAM,High,High,Medium,Medium
img_01279.png,64-HQAM,High,High,High,Medium
img_01280.png,64-HQAM,None,None,None,High
img_01281.png,64-HQAM,None,None,Low,High
img_01282.png,64-HQAM,None,None,Medium,High
img_01283.png,64-HQAM,None,None,High,High
img_01284.png,64-HQAM,None,Low,None,High
img_01285.png,64-HQAM,None,Low,Low,High
img_01286.png,64-HQAM,None,Low,Medium,High
img_01287.png,64-HQAM,None,Low,High,High
img_01288.png,64-HQAM,None,Medium,None,High
img_01289.png,64-HQAM,None,Medium,Low,High
img_01290.png,64-HQAM,None,Medium,Medium,High
img_01291.png,64-HQAM,None,Medium,High,High
img_01292.png,64-HQAM,None,High,None,High
img_01293.png,64-HQAM,None,High,Low,High
img_01294.png,64-HQAM,None,High,Medium,High
img_01295.png,64-HQAM,None,High,High,High
img_01296.png,64-HQAM,Low,None,None,High
img_01297.png,64-HQAM,Low,None,Low,High
img_01298.png,64-HQAM,Low,None,Medium,High
img_01299.png,64-HQAM,Low,None,High,High
img_01300.png,64-HQAM,Low,Low,None,High
img_01301.png,64-HQAM,Low,Low,Low,High
img_01302.png,64-HQAM,Low,Low,Medium,High
img_01303.png,64-HQAM,Low,Low,High,High
img_01304.png,64-HQAM,Low,Medium,None,High
img_01305.png,64-HQAM,Low,Medium,Low,High
img_01306.png,64-HQAM,Low,Medium,Medium,High
img_01307.png,64-HQAM,Low,Medium,High,High
img_01308.png,64-HQAM,Low,High,None,High
img_01309.png,64-HQAM,Low,High,Low,High
img_01310.png,64-HQAM,Low,High,Medium,High
img_01311.png,64-HQAM,Low,High,High,High
img_01312.png,64-HQAM,Medium,None,None,High
img_01313.png,64-HQAM,Medium,None,Low,High
img_01314.png,64-HQAM,Medium,None,Medium,High
img_01315.png,64-HQAM,Medium,None,High,High
img_01316.png,64-HQAM,Medium,Low,None,High
img_01317.png,64-HQAM,Medium,Low,Low,High
img_01318.png,64-HQAM,Medium,Low,Medium,High
img_01319.png,64-HQAM,Medium,Low,High,High
img_01320.png,64-HQAM,Medium,Medium,None,High
img_01321.png,64-HQAM,Medium,Medium,Low,High
img_01322.png,64-HQAM,Medium,Medium,Medium,High
img_01323.png,64-HQAM,Medium,Medium,High,High
img_01324.png,64-HQAM,Medium,High,None,High
img_01325.png,64-HQAM,Medium,High,Low,High
img_01326.png,64-HQAM,Medium,High,Medium,High
img_01327.png,64-HQAM,Medium,High,High,High
img_01328.png,64-HQAM,High,None,None,High
img_01329.png,64-HQAM,High,None,Low,High
img_01330.png,64-HQAM,High,None,Medium,High
img_01331.png,64-HQAM,High,None,High,High
img_01332.png,64-HQAM,High,Low,None,High
img_01333.png,64-HQAM,High,Low,Low,High
img_01334.png,64-HQAM,High,Low,Medium,High
img_01335.png,64-HQAM,High,Low,High,High
img_01336.png,64-HQAM,High,Medium,None,High
img_01337.png,64-HQAM,High,Medium,Low,High
img_01338.png,64-HQAM,High,Medium,Medium,High
img_01339.png,64-HQAM,High,Medium,High,High
img_01340.png,64-HQAM,High,High,None,High
img_01341.png,64-HQAM,High,High,Low,High
img_01342.png,64-HQAM,High,High,Medium,High
img_01343.png,64-HQAM,High,High,High,High
img_01344.png,16-QAM,None,None,None,Low
img_01345.png,16-QAM,None,None,Low,Low
img_01346.png,16-QAM,None,None,Medium,Low
img_01347.png,16-QAM,None,None,High,Low
img_01348.png,16-QAM,None,Low,None,Low
img_01349.png,16-QAM,None,Low,Low,Low
img_01350.png,16-QAM,None,Low,Medium,Low
img_01351.png,16-QAM,None,Low,High,Low
img_01352.png,16-QAM,None,Medium,None,Low
img_01353.png,16-QAM,None,Medium,Low,Low
img_01354.png,16-QAM,None,Medium,Medium,Low
img_01355.png,16-QAM,None,Medium,High,Low
img_01356.png,16-QAM,None,High,None,Low
img_01357.png,16-QAM,None,High,Low,Low
img_01358.png,16-QAM,None,High,Medium,Low
img_01359.png,16-QAM,None,High,High,Low
img_01360.png,16-QAM,Low,None,None,Low
img_01361.png,16-QAM,Low,None,Low,Low
img_01362.png,16-QAM,Low,None,Medium,Low
img_01363.png,16-QAM,Low,None,High,Low
img_01364.png,16-QAM,Low,Low,None,Low
img_01365.png,16-QAM,Low,Low,Low,Low
img_01366.png,16-QAM,Low,Low,Medium,Low
img_01367.png,16-QAM,Low,Low,High,Low
img_01368.png,16-QAM,Low,Medium,None,Low
img_01369.png,16-QAM,Low,Medium,Low,Low
img_01370.png,16-QAM,Low,Medium,Medium,Low
img_01371.png,16-QAM,Low,Medium,High,Low
img_01372.png,16-QAM,Low,High,None,Low
img_01373.png,16-QAM,Low,High,Low,Low
img_01374.png,16-QAM,Low,High,Medium,Low
img_01375.png,16-QAM,Low,High,High,Low
img_01376.png,16-QAM,Medium,None,None,Low
img_01377.png,16-QAM,Medium,None,Low,Low
img_01378.png,16-QAM,Medium,None,Medium,Low
img_01379.png,16-QAM,Medium,None,High,Low
img_01380.png,16-QAM,Medium,Low,None,Low
img_01381.png,16-QAM,Medium,Low,Low,Low
img_01382.png,16-QAM,Medium,Low,Medium,Low
img_01383.png,16-QAM,Medium,Low,High,Low
img_01384.png,16-QAM,Medium,Medium,None,Low
img_01385.png,16-QAM,Medium,Medium,Low,Low
img_01386.png,16-QAM,Medium,Medium,Medium,Low
img_01387.png,16-QAM,Medium,Medium,High,Low
img_01388.png,16-QAM,Medium,High,None,Low
img_01389.png,16-QAM,Medium,High,Low,Low
img_01390.png,16-QAM,Medium,High,Medium,Low
img_01391.png,16-QAM,Medium,High,High,Low
img_01392.png,16-QAM,High,None,None,Low
img_01393.png,16-QAM,High,None,Low,Low
img_01394.png,16-QAM,High,None,Medium,Low
img_01395.png,16-QAM,High,None,High,Low
img_01396.png,16-QAM,High,Low,None,Low
img_01397.png,16-QAM,High,Low,Low,Low
img_01398.png,16-QAM,High,Low,Medium,Low
img_01399.png,16-QAM,High,Low,High,Low
img_01400.png,16-QAM,High,Medium,None,Low
img_01401.png,16-QAM,High,Medium,Low,Low
img_01402.png,16-QAM,High,Medium,Medium,Low
img_01403.png,16-QAM,High,Medium,High,Low
img_01404.png,16-QAM,High,High,None,Low
img_01405.png,16-QAM,High,High,Low,Low
img_01406.png,16-QAM,High,High,Medium,Low
img_01407.png,16-QAM,High,High,High,Low
img_01408.png,16-QAM,None,None,None,Medium
img_01409.png,16-QAM,None,None,Low,Medium
img_01410.png,16-QAM,None,None,Medium,Medium
img_01411.png,16-QAM,None,None,High,Medium
img_01412.png,16-QAM,None,Low,None,Medium
img_01413.png,16-QAM,None,Low,Low,Medium
img_01414.png,16-QAM,None,Low,Medium,Medium
img_01415.png,16-QAM,None,Low,High,Medium
img_01416.png,16-QAM,None,Medium,None,Medium
img_01417.png,16-QAM,None,Medium,Low,Medium
img_01418.png,16-QAM,None,Medium,Medium,Medium
img_01419.png,16-QAM,None,Medium,High,Medium
img_01420.png,16-QAM,None,High,None,Medium
img_01421.png,16-QAM,None,High,Low,Medium
img_01422.png,16-QAM,None,High,Medium,Medium
img_01423.png,16-QAM,None,High,High,Medium
img_01424.png,16-QAM,Low,None,None,Medium
img_01425.png,16-QAM,Low,None,Low,Medium
img_01426.png,16-QAM,Low,None,Medium,Medium
img_01427.png,16-QAM,Low,None,High,Medium
img_01428.png,16-QAM,Low,Low,None,Medium
img_01429.png,16-QAM,Low,Low,Low,Medium
img_01430.png,16-QAM,Low,Low,Medium,Medium
img_01431.png,16-QAM,Low,Low,High,Medium
img_01432.png,16-QAM,Low,Medium,None,Medium
img_01433.png,16-QAM,Low,Medium,Low,Medium
img_01434.png,16-QAM,Low,Medium,Medium,Medium
img_01435.png,16-QAM,Low,Medium,High,Medium
img_01436.png,16-QAM,Low,High,None,Medium
img_01437.png,16-QAM,Low,High,Low,Medium
img_01438.png,16-QAM,Low,High,Medium,Medium
img_01439.png,16-QAM,Low,High,High,Medium
img_01440.png,16-QAM,Medium,None,None,Medium
img_01441.png,16-QAM,Medium,None,Low,Medium
img_01442.png,16-QAM,Medium,None,Medium,Medium
img_01443.png,16-QAM,Medium,None,High,Medium
img_01444.png,16-QAM,Medium,Low,None,Medium
img_01445.png,16-QAM,Medium,Low,Low,Medium
img_01446.png,16-QAM,Medium,Low,Medium,Medium
img_01447.png,16-QAM,Medium,Low,High,Medium
img_01448.png,16-QAM,Medium,Medium,None,Medium
img_01449.png,16-QAM,Medium,Medium,Low,Medium
img_01450.png,16-QAM,Medium,Medium,Medium,Medium
img_01451.png,16-QAM,Medium,Medium,High,Medium
img_01452.png,16-QAM,Medium,High,None,Medium
img_01453.png,16-QAM,Medium,High,Low,Medium
img_01454.png,16-QAM,Medium,High,Medium,Medium
img_01455.png,16-QAM,Medium,High,High,Medium
img_01456.png,16-QAM,High,None,None,Medium
img_01457.png,16-QAM,High,None,Low,Medium
img_01458.png,16-QAM,High,None,Medium,Medium
img_01459.png,16-QAM,High,None,High,Medium
img_01460.png,16-QAM,High,Low,None,Medium
img_01461.png,16-QAM,High,Low,Low,Medium
img_01462.png,16-QAM,High,Low,Medium,Medium
img_01463.png,16-QAM,High,Low,High,Medium
img_01464.png,16-QAM,High,Medium,None,Medium
img_01465.png,16-QAM,High,Medium,Low,Medium
img_01466.png,16-QAM,High,Medium,Medium,Medium
img_01467.png,16-QAM,High,Medium,High,Medium
img_01468.png,16-QAM,High,High,None,Medium
img_01469.png,16-QAM,High,High,Low,Medium
img_01470.png,16-QAM,High,High,Medium,Medium
img_01471.png,16-QAM,High,High,High,Medium
img_01472.png,16-QAM,None,None,None,High
img_01473.png,16-QAM,None,None,Low,High
img_01474.png,16-QAM,None,None,Medium,High
img_01475.png,16-QAM,None,None,High,High
img_01476.png,16-QAM,None,Low,None,High
img_01477.png,16-QAM,None,Low,Low,High
img_01478.png,16-QAM,None,Low,Medium,High
img_01479.png,16-QAM,None,Low,High,High
img_01480.png,16-QAM,None,Medium,None,High
img_01481.png,16-QAM,None,Medium,Low,High
img_01482.png,16-QAM,None,Medium,Medium,High
img_01483.png,16-QAM,None,Medium,High,High
img_01484.png,16-QAM,None,High,None,High
img_01485.png,16-QAM,None,High,Low,High
img_01486.png,16-QAM,None,High,Medium,High
img_01487.png,16-QAM,None,High,High,High
img_01488.png,16-QAM,Low,None,None,High
img_01489.png,16-QAM,Low,None,Low,High
img_01490.png,16-QAM,Low,None,Medium,High
img_01491.png,16-QAM,Low,None,High,High
img_01492.png,16-QAM,Low,Low,None,High
img_01493.png,16-QAM,Low,Low,Low,High
img_01494.png,16-QAM,Low,Low,Medium,High
img_01495.png,16-QAM,Low,Low,High,High
img_01496.png,16-QAM,Low,Medium,None,High
img_01497.png,16-QAM,Low,Medium,Low,High
img_01498.png,16-QAM,Low,Medium,Medium,High
img_01499.png,16-QAM,Low,Medium,High,High
img_01500.png,16-QAM,Low,High,None,High
img_01501.png,16-QAM,Low,High,Low,High
img_01502.png,16-QAM,Low,High,Medium,High
img_01503.png,16-QAM,Low,High,High,High
img_01504.png,16-QAM,Medium,None,None,High
img_01505.png,16-QAM,Medium,None,Low,High
img_01506.png,16-QAM,Medium,None,Medium,High
img_01507.png,16-QAM,Medium,None,High,High
img_01508.png,16-QAM,Medium,Low,None,High
img_01509.png,16-QAM,Medium,Low,Low,High
img_01510.png,16-QAM,Medium,Low,Medium,High
img_01511.png,16-QAM,Medium,Low,High,High
img_01512.png,16-QAM,Medium,Medium,None,High
img_01513.png,16-QAM,Medium,Medium,Low,High
img_01514.png,16-QAM,Medium,Medium,Medium,High
img_01515.png,16-QAM,Medium,Medium,High,High
img_01516.png,16-QAM,Medium,High,None,High
img_01517.png,16-QAM,Medium,High,Low,High
img_01518.png,16-QAM,Medium,High,Medium,High
img_01519.png,16-QAM,Medium,High,High,High
img_01520.png,16-QAM,High,None,None,High
img_01521.png,16-QAM,High,None,Low,High
img_01522.png,16-QAM,High,None,Medium,High
img_01523.png,16-QAM,High,None,High,High
img_01524.png,16-QAM,High,Low,None,High
img_01525.png,16-QAM,High,Low,Low,High
img_01526.png,16-QAM,High,Low,Medium,High
img_01527.png,16-QAM,High,Low,High,High
img_01528.png,16-QAM,High,Medium,None,High
img_01529.png,16-QAM,High,Medium,Low,High
img_01530.png,16-QAM,High,Medium,Medium,High
img_01531.png,16-QAM,High,Medium,High,High
img_01532.png,16-QAM,High,High,None,High
img_01533.png,16-QAM,High,High,Low,High
img_01534.png,16-QAM,High,High,Medium,High
img_01535.png,16-QAM,High,High,High,High
img_01536.png,32-QAM,None,None,None,Low
img_01537.png,32-QAM,None,None,Low,Low
img_01538.png,32-QAM,None,None,Medium,Low
img_01539.png,32-QAM,None,None,High,Low
img_01540.png,32-QAM,None,Low,None,Low
img_01541.png,32-QAM,None,Low,Low,Low
img_01542.png,32-QAM,None,Low,Medium,Low
img_01543.png,32-QAM,None,Low,High,Low
img_01544.png,32-QAM,None,Medium,None,Low
img_01545.png,32-QAM,None,Medium,Low,Low
img_01546.png,32-QAM,None,Medium,Medium,Low
img_01547.png,32-QAM,None,Medium,High,Low
img_01548.png,32-QAM,None,High,None,Low
img_01549.png,32-QAM,None,High,Low,Low
img_01550.png,32-QAM,None,High,Medium,Low
img_01551.png,32-QAM,None,High,High,Low
img_01552.png,32-QAM,Low,None,None,Low
img_01553.png,32-QAM,Low,None,Low,Low
img_01554.png,32-QAM,Low,None,Medium,Low
img_01555.png,32-QAM,Low,None,High,Low
img_01556.png,32-QAM,Low,Low,None,Low
img_01557.png,32-QAM,Low,Low,Low,Low
img_01558.png,32-QAM,Low,Low,Medium,Low
img_01559.png,32-QAM,Low,Low,High,Low
img_01560.png,32-QAM,Low,Medium,None,Low
img_01561.png,32-QAM,Low,Medium,Low,Low
img_01562.png,32-QAM,Low,Medium,Medium,Low
img_01563.png,32-QAM,Low,Medium,High,Low
img_01564.png,32-QAM,Low,High,None,Low
img_01565.png,32-QAM,Low,High,Low,Low
img_01566.png,32-QAM,Low,High,Medium,Low
img_01567.png,32-QAM,Low,High,High,Low
img_01568.png,32-QAM,Medium,None,None,Low
img_01569.png,32-QAM,Medium,None,Low,Low
img_01570.png,32-QAM,Medium,None,Medium,Low
img_01571.png,32-QAM,Medium,None,High,Low
img_01572.png,32-QAM,Medium,Low,None,Low
img_01573.png,32-QAM,Medium,Low,Low,Low
img_01574.png,32-QAM,Medium,Low,Medium,Low
img_01575.png,32-QAM,Medium,Low,High,Low
img_01576.png,32-QAM,Medium,Medium,None,Low
img_01577.png,32-QAM,Medium,Medium,Low,Low
img_01578.png,32-QAM,Medium,Medium,Medium,Low
img_01579.png,32-QAM,Medium,Medium,High,Low
img_01580.png,32-QAM,Medium,High,None,Low
img_01581.png,32-QAM,Medium,High,Low,Low
img_01582.png,32-QAM,Medium,High,Medium,Low
img_01583.png,32-QAM,Medium,High,High,Low
img_01584.png,32-QAM,High,None,None,Low
img_01585.png,32-QAM,High,None,Low,Low
img_01586.png,32-QAM,High,None,Medium,Low
img_01587.png,32-QAM,High,None,High,Low
img_01588.png,32-QAM,High,Low,None,Low
img_01589.png,32-QAM,High,Low,Low,Low
img_01590.png,32-QAM,High,Low,Medium,Low
img_01591.png,32-QAM,High,Low,High,Low
img_01592.png,32-QAM,High,Medium,None,Low
img_01593.png,32-QAM,High,Medium,Low,Low
img_01594.png,32-QAM,High,Medium,Medium,Low
img_01595.png,32-QAM,High,Medium,High,Low
img_01596.png,32-QAM,High,High,None,Low
img_01597.png,32-QAM,High,High,Low,Low
img_01598.png,32-QAM,High,High,Medium,Low
img_01599.png,32-QAM,High,High,High,Low
img_01600.png,32-QAM,None,None,None,Medium
img_01601.png,32-QAM,None,None,Low,Medium
img_01602.png,32-QAM,None,None,Medium,Medium
img_01603.png,32-QAM,None,None,High,Medium
img_01604.png,32-QAM,None,Low,None,Medium
img_01605.png,32-QAM,None,Low,Low,Medium
img_01606.png,32-QAM,None,Low,Medium,Medium
img_01607.png,32-QAM,None,Low,High,Medium
img_01608.png,32-QAM,None,Medium,None,Medium
img_01609.png,32-QAM,None,Medium,Low,Medium
img_01610.png,32-QAM,None,Medium,Medium,Medium
img_01611.png,32-QAM,None,Medium,High,Medium
img_01612.png,32-QAM,None,High,None,Medium
img_01613.png,32-QAM,None,High,Low,Medium
img_01614.png,32-QAM,None,High,Medium,Medium
img_01615.png,32-QAM,None,High,High,Medium
img_01616.png,32-QAM,Low,None,None,Medium
img_01617.png,32-QAM,Low,None,Low,Medium
img_01618.png,32-QAM,Low,None,Medium,Medium
img_01619.png,32-QAM,Low,None,High,Medium
img_01620.png,32-QAM,Low,Low,None,Medium
img_01621.png,32-QAM,Low,Low,Low,Medium
img_01622.png,32-QAM,Low,Low,Medium,Medium
img_01623.png,32-QAM,Low,Low,High,Medium
img_01624.png,32-QAM,Low,Medium,None,Medium
img_01625.png,32-QAM,Low,Medium,Low,Medium
img_01626.png,32-QAM,Low,Medium,Medium,Medium
img_01627.png,32-QAM,Low,Medium,High,Medium
img_01628.png,32-QAM,Low,High,None,Medium
img_01629.png,32-QAM,Low,High,Low,Medium
img_01630.png,32-QAM,Low,High,Medium,Medium
img_01631.png,32-QAM,Low,High,High,Medium
img_01632.png,32-QAM,Medium,None,None,Medium
img_01633.png,32-QAM,Medium,None,Low,Medium
img_01634.png,32-QAM,Medium,None,Medium,Medium
img_01635.png,32-QAM,Medium,None,High,Medium
img_01636.png,32-QAM,Medium,Low,None,Medium
img_01637.png,32-QAM,Medium,Low,Low,Medium
img_01638.png,32-QAM,Medium,Low,Medium,Medium
img_01639.png,32-QAM,Medium,Low,High,Medium
img_01640.png,32-QAM,Medium,Medium,None,Medium
img_01641.png,32-QAM,Medium,Medium,Low,Medium
img_01642.png,32-QAM,Medium,Medium,Medium,Medium
img_01643.png,32-QAM,Medium,Medium,High,Medium
img_01644.png,32-QAM,Medium,High,None,Medium
img_01645.png,32-QAM,Medium,High,Low,Medium
img_01646.png,32-QAM,Medium,High,Medium,Medium
img_01647.png,32-QAM,Medium,High,High,Medium
img_01648.png,32-QAM,High,None,None,Medium
img_01649.png,32-QAM,High,None,Low,Medium
img_01650.png,32-QAM,High,None,Medium,Medium
img_01651.png,32-QAM,High,None,High,Medium
img_01652.png,32-QAM,High,Low,None,Medium
img_01653.png,32-QAM,High,Low,Low,Medium
img_01654.png,32-QAM,High,Low,Medium,Medium
img_01655.png,32-QAM,High,Low,High,Medium
img_01656.png,32-QAM,High,Medium,None,Medium
img_01657.png,32-QAM,High,Medium,Low,Medium
img_01658.png,32-QAM,High,Medium,Medium,Medium
img_01659.png,32-QAM,High,Medium,High,Medium
img_01660.png,32-QAM,High,High,None,Medium
img_01661.png,32-QAM,High,High,Low,Medium
img_01662.png,32-QAM,High,High,Medium,Medium
img_01663.png,32-QAM,High,High,High,Medium
img_01664.png,32-QAM,None,None,None,High
img_01665.png,32-QAM,None,None,Low,High
img_01666.png,32-QAM,None,None,Medium,High
img_01667.png,32-QAM,None,None,High,High
img_01668.png,32-QAM,None,Low,None,High
img_01669.png,32-QAM,None,Low,Low,High
img_01670.png,32-QAM,None,Low,Medium,High
img_01671.png,32-QAM,None,Low,High,High
img_01672.png,32-QAM,None,Medium,None,High
img_01673.png,32-QAM,None,Medium,Low,High
img_01674.png,32-QAM,None,Medium,Medium,High
img_01675.png,32-QAM,None,Medium,High,High
img_01676.png,32-QAM,None,High,None,High
img_01677.png,32-QAM,None,High,Low,High
img_01678.png,32-QAM,None,High,Medium,High
img_01679.png,32-QAM,None,High,High,High
img_01680.png,32-QAM,Low,None,None,High
img_01681.png,32-QAM,Low,None,Low,High
img_01682.png,32-QAM,Low,None,Medium,High
img_01683.png,32-QAM,Low,None,High,High
img_01684.png,32-QAM,Low,Low,None,High
img_01685.png,32-QAM,Low,Low,Low,High
img_01686.png,32-QAM,Low,Low,Medium,High
img_01687.png,32-QAM,Low,Low,High,High
img_01688.png,32-QAM,Low,Medium,None,High
img_01689.png,32-QAM,Low,Medium,Low,High
img_01690.png,32-QAM,Low,Medium,Medium,High
img_01691.png,32-QAM,Low,Medium,High,High
img_01692.png,32-QAM,Low,High,None,High
img_01693.png,32-QAM,Low,High,Low,High
img_01694.png,32-QAM,Low,High,Medium,High
img_01695.png,32-QAM,Low,High,High,High
img_01696.png,32-QAM,Medium,None,None,High
img_01697.png,32-QAM,Medium,None,Low,High
img_01698.png,32-QAM,Medium,None,Medium,High
img_01699.png,32-QAM,Medium,None,High,High
img_01700.png,32-QAM,Medium,Low,None,High
img_01701.png,32-QAM,Medium,Low,Low,High
img_01702.png,32-QAM,Medium,Low,Medium,High
img_01703.png,32-QAM,Medium,Low,High,High
img_01704.png,32-QAM,Medium,Medium,None,High
img_01705.png,32-QAM,Medium,Medium,Low,High
img_01706.png,32-QAM,Medium,Medium,Medium,High
img_01707.png,32-QAM,Medium,Medium,High,High
img_01708.png,32-QAM,Medium,High,None,High
img_01709.png,32-QAM,Medium,High,Low,High
img_01710.png,32-QAM,Medium,High,Medium,High
img_01711.png,32-QAM,Medium,High,High,High
img_01712.png,32-QAM,High,None,None,High
img_01713.png,32-QAM,High,None,Low,High
img_01714.png,32-QAM,High,None,Medium,High
img_01715.png,32-QAM,High,None,High,High
img_01716.png,32-QAM,High,Low,None,High
